source_url,route_category,evidence,current_status_before_fix,classification,destination,reason,expected_http_status,expected_final_url,expected_hops,in_old_sitemap,known_internal_links,close_current_replacement
https://silverstone-ai.com/niches/ecommerce,legacy-niche,legacy canonical in sitemap-niches.xml (5ee1d196) + netlify.toml 301s until 318527e2,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/ecommerce,equivalent current page exists,301,https://silverstone-ai.com/industry/ecommerce,1,yes,no,yes
https://silverstone-ai.com/niches/estate-agents,legacy-niche,legacy canonical in sitemap-niches.xml (5ee1d196) + netlify.toml 301s until 318527e2,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/estate-agents,equivalent current page exists,301,https://silverstone-ai.com/industry/estate-agents,1,yes,no,yes
https://silverstone-ai.com/niches/fitness-coaches,legacy-niche,legacy canonical in sitemap-niches.xml (5ee1d196) + netlify.toml 301s until 318527e2,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/fitness-coaches,equivalent current page exists,301,https://silverstone-ai.com/industry/fitness-coaches,1,yes,no,yes
https://silverstone-ai.com/niches/gyms-fitness-studios,legacy-niche,legacy canonical in sitemap-niches.xml (5ee1d196) + netlify.toml 301s until 318527e2,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/gyms-fitness-studios,equivalent current page exists,301,https://silverstone-ai.com/industry/gyms-fitness-studios,1,yes,no,yes
https://silverstone-ai.com/niches/hospitality,legacy-niche,legacy canonical in sitemap-niches.xml (5ee1d196) + netlify.toml 301s until 318527e2,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/hospitality,equivalent current page exists,301,https://silverstone-ai.com/industry/hospitality,1,yes,no,yes
https://silverstone-ai.com/niches/physios-chiropractors,legacy-niche,legacy canonical in sitemap-niches.xml (5ee1d196) + netlify.toml 301s until 318527e2,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/physios-chiropractors,equivalent current page exists,301,https://silverstone-ai.com/industry/physios-chiropractors,1,yes,no,yes
https://silverstone-ai.com/niches/salons-barbers,legacy-niche,legacy canonical in sitemap-niches.xml (5ee1d196) + netlify.toml 301s until 318527e2,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/salons-barbers,equivalent current page exists,301,https://silverstone-ai.com/industry/salons-barbers,1,yes,no,yes
https://silverstone-ai.com/niches/trades-virtual-office,legacy-niche,legacy canonical in sitemap-niches.xml (5ee1d196) + netlify.toml 301s until 318527e2,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/trades,equivalent current page exists,301,https://silverstone-ai.com/industry/trades,1,yes,no,yes
https://silverstone-ai.com/services/dentists,service-or-industry-alias,legacy-site canonical (9fcfb1fe^ sitemap.xml) + netlify.toml 301 target era,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/dentists,equivalent current page exists,301,https://silverstone-ai.com/industry/dentists,1,yes,no,yes
https://silverstone-ai.com/services/ecommerce,service-or-industry-alias,legacy-site canonical (9fcfb1fe^ sitemap.xml) + netlify.toml 301 target era,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/ecommerce,equivalent current page exists,301,https://silverstone-ai.com/industry/ecommerce,1,yes,no,yes
https://silverstone-ai.com/services/estate-agents,service-or-industry-alias,legacy-site canonical (9fcfb1fe^ sitemap.xml) + netlify.toml 301 target era,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/estate-agents,equivalent current page exists,301,https://silverstone-ai.com/industry/estate-agents,1,yes,no,yes
https://silverstone-ai.com/services/fitness-coaches,service-or-industry-alias,legacy-site canonical (9fcfb1fe^ sitemap.xml) + netlify.toml 301 target era,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/fitness-coaches,equivalent current page exists,301,https://silverstone-ai.com/industry/fitness-coaches,1,yes,no,yes
https://silverstone-ai.com/services/gyms-fitness-studios,service-or-industry-alias,legacy-site canonical (9fcfb1fe^ sitemap.xml) + netlify.toml 301 target era,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/gyms-fitness-studios,equivalent current page exists,301,https://silverstone-ai.com/industry/gyms-fitness-studios,1,yes,no,yes
https://silverstone-ai.com/services/hospitality,service-or-industry-alias,legacy-site canonical (9fcfb1fe^ sitemap.xml) + netlify.toml 301 target era,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/hospitality,equivalent current page exists,301,https://silverstone-ai.com/industry/hospitality,1,yes,no,yes
https://silverstone-ai.com/services/physios-chiropractors,service-or-industry-alias,legacy-site canonical (9fcfb1fe^ sitemap.xml) + netlify.toml 301 target era,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/physios-chiropractors,equivalent current page exists,301,https://silverstone-ai.com/industry/physios-chiropractors,1,yes,no,yes
https://silverstone-ai.com/services/salons-barbers,service-or-industry-alias,legacy-site canonical (9fcfb1fe^ sitemap.xml) + netlify.toml 301 target era,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/salons-barbers,equivalent current page exists,301,https://silverstone-ai.com/industry/salons-barbers,1,yes,no,yes
https://silverstone-ai.com/services/trades,service-or-industry-alias,legacy-site canonical (9fcfb1fe^ sitemap.xml) + netlify.toml 301 target era,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/trades,equivalent current page exists,301,https://silverstone-ai.com/industry/trades,1,yes,no,yes
https://silverstone-ai.com/services/trades-virtual-office,service-or-industry-alias,legacy-site canonical (9fcfb1fe^ sitemap.xml) + netlify.toml 301 target era,404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/industry/trades,equivalent current page exists,301,https://silverstone-ai.com/industry/trades,1,yes,no,yes
https://silverstone-ai.com/services/website-design-development,service-or-industry-alias,prerendered indexable alias 2026-07-07..07-14 (approvedPrerenderPaths 0ef496c0/fd7555f3),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/services/web-design-development,equivalent current page exists,301,https://silverstone-ai.com/services/web-design-development,1,yes,no,yes
https://silverstone-ai.com/services/ai-agents-automation,service-or-industry-alias,prerendered indexable alias 2026-07-07..07-14 (approvedPrerenderPaths 0ef496c0/fd7555f3),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/services/ai-automation,equivalent current page exists,301,https://silverstone-ai.com/services/ai-automation,1,yes,no,yes
https://silverstone-ai.com/blog/how-to-plan-a-conversion-focused-website-build-for-a-uk-small-business,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/conversion-focused-website-planning,equivalent current page exists,301,https://silverstone-ai.com/blog/conversion-focused-website-planning,1,yes,no,yes
https://silverstone-ai.com/blog/bespoke-app-development-for-uk-small-businesses-what-to-build-first,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/bespoke-app-development-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/bespoke-app-development-guide,1,yes,no,yes
https://silverstone-ai.com/blog/ai-voice-agent-development-for-uk-businesses-calls-controls-and-handoffs-expla,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/ai-voice-agent-development,equivalent current page exists,301,https://silverstone-ai.com/blog/ai-voice-agent-development,1,yes,no,yes
https://silverstone-ai.com/blog/ai-receptionist-uk-what-small-businesses-should-set-up-before-they-buy,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/ai-receptionist-setup-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/ai-receptionist-setup-guide,1,yes,no,yes
https://silverstone-ai.com/blog/how-to-choose-the-first-workflow-to-automate-in-a-uk-small-business,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/workflow-automation-selection-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/workflow-automation-selection-guide,1,yes,no,yes
https://silverstone-ai.com/blog/ai-and-automation-consulting-for-uk-small-businesses-what-to-fix-first,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/ai-automation-consulting-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/ai-automation-consulting-guide,1,yes,no,yes
https://silverstone-ai.com/blog/a-practical-content-creation-framework-for-uk-small-businesses,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/content-creation-framework,equivalent current page exists,301,https://silverstone-ai.com/blog/content-creation-framework,1,yes,no,yes
https://silverstone-ai.com/blog/estate-agent-automation-in-the-uk-what-to-build-first-and-what-to-leave-human,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/estate-agent-automation-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/estate-agent-automation-guide,1,yes,no,yes
https://silverstone-ai.com/blog/hospitality-automation-for-uk-small-businesses-where-ai-actually-helps,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/hospitality-automation-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/hospitality-automation-guide,1,yes,no,yes
https://silverstone-ai.com/blog/how-uk-salons-and-barbers-can-use-ai-without-losing-the-human-touch,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/salon-barber-ai-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/salon-barber-ai-guide,1,yes,no,yes
https://silverstone-ai.com/blog/websites-ai-receptionists-and-automation-for-uk-trades-businesses,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/trades-websites-ai-automation,equivalent current page exists,301,https://silverstone-ai.com/blog/trades-websites-ai-automation,1,yes,no,yes
https://silverstone-ai.com/blog/ai-systems-for-ecommerce-brands-what-uk-small-businesses-should-build-first,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/ecommerce-ai-systems-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/ecommerce-ai-systems-guide,1,yes,no,yes
https://silverstone-ai.com/blog/how-uk-physio-and-chiropractic-practices-can-use-ai-without-losing-the-human-t,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/physio-chiropractic-ai-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/physio-chiropractic-ai-guide,1,yes,no,yes
https://silverstone-ai.com/blog/dental-practice-automation-in-the-uk-a-practical-systems-guide,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/dental-practice-automation-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/dental-practice-automation-guide,1,yes,no,yes
https://silverstone-ai.com/blog/gym-automation-for-small-uk-fitness-businesses-a-practical-operating-model,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/gym-automation-operating-model,equivalent current page exists,301,https://silverstone-ai.com/blog/gym-automation-operating-model,1,yes,no,yes
https://silverstone-ai.com/blog/how-uk-fitness-coaches-can-turn-enquiries-into-booked-consultations,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/fitness-coach-enquiry-automation,equivalent current page exists,301,https://silverstone-ai.com/blog/fitness-coach-enquiry-automation,1,yes,no,yes
https://silverstone-ai.com/blog/web-design-and-development-for-uk-small-businesses-build-a-site-that-operates,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/small-business-web-development,equivalent current page exists,301,https://silverstone-ai.com/blog/small-business-web-development,1,yes,no,yes
https://silverstone-ai.com/blog/app-development-for-uk-small-businesses-what-to-build-first,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/small-business-app-development,equivalent current page exists,301,https://silverstone-ai.com/blog/small-business-app-development,1,yes,no,yes
https://silverstone-ai.com/blog/ai-voice-agents-in-the-uk-a-practical-buyer-s-guide-for-small-businesses,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/ai-voice-agent-buyers-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/ai-voice-agent-buyers-guide,1,yes,no,yes
https://silverstone-ai.com/blog/ai-receptionist-uk-a-practical-guide-for-small-business-owners,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/ai-receptionist-small-business-guide,equivalent current page exists,301,https://silverstone-ai.com/blog/ai-receptionist-small-business-guide,1,yes,no,yes
https://silverstone-ai.com/blog/ai-automation-for-uk-small-businesses-what-to-fix-first,blog-rename,live production sitemap 2026-07-15 (pre-rename slug; renamed in 10dcca0a),404 (undeployed pass) / varies live,REDIRECT_301,https://silverstone-ai.com/blog/small-business-ai-automation,equivalent current page exists,301,https://silverstone-ai.com/blog/small-business-ai-automation,1,yes,no,yes
https://silverstone-ai.com/blog/ai-appointment-reminders-uk-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-automation-failures-uk-smes-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-automation-uk-gdpr-2026-sme-guide,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-automations-physio-chiro-clinics-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-booking-automation-uk-hospitality-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-call-answering-trades-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-document-automation-uk-smes-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-etas-smart-scheduling-uk-trades-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-guest-concierge-hotels-bbs-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-lead-capture-trades-uk-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-lead-capture-uk-trades-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-lead-qualification-estate-agents-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-lead-scoring-fitness-coaches-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-missed-call-recovery-dentists-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-no-show-reduction-uk-salons-barbers,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-quote-follow-up-trades,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-rebooking-journeys-salons-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-receptionist-small-business-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-receptionist-uk-costs-roi-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-returns-triage-ecommerce-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-viewing-feedback-estate-agents-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-voice-agents-uk-smes-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-website-tools-uk-small-businesses-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/ai-win-back-journeys-gyms-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/clinic-rebooking-physio-chiro-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/dental-intake-e-consent-automation-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/dental-recall-automation-uk-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/dm-to-client-automation-uk-fitness-coaches-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/estate-agent-viewing-confirmations-uk,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/gym-booking-automation-uk-gyms-studios-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/post-purchase-automation-uk-ecommerce-repeat-customers,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/quote-chase-automation-uk-trades-accepted-jobs-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
https://silverstone-ai.com/blog/quote-follow-up-automation-uk-trades-2026,legacy-blog-deleted,legacy sitemap.xml at cutover (9fcfb1fe^); deleted 2026-07-07 with no replacement,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,yes,no,no
